Rank , Code , Company, Price , 1 Day , 1 Month , 1 Year , Sector , Mkt Cap
1100, MKAX, Montaka Global Extension Fund - Complex ETF, $4.28, 0.00%, +5.94%, -5.73%, Financials, $86.6M
1026, MKR, Manuka Resources Ltd, $0.078, +6.85%, +1.30%, +184.93%, Materials, $109.56M
1978, ML8, Moonlight Resources Ltd, $0.165, -2.94%, -17.50%, -17.50%, Materials, $9.24M
944, MLG, MLG OZ Ltd, $0.885, -2.75%, -1.67%, +60.91%, Materials, $137.12M
1668, MLS, Metals Australia Ltd, $0.028, 0.00%, -3.45%, +27.27%, Materials, $20.49M
379, MLX, Metals X Ltd, $1.10, +0.92%, +42.86%, +175.00%, Materials, $975.03M
984, MM1, Midas Minerals Ltd, $0.60, 0.00%, +46.34%, +689.47%, Materials, $122.09M
675, MM8, Medallion Metals Ltd, $0.435, +3.57%, +19.18%, +295.46%, Materials, $332.74M
1059, MMA, Maronan Metals Ltd, $0.385, +2.67%, +35.09%, +83.33%, Materials, $96.81M
1073, MME, Moneyme Ltd, $0.115, +4.55%, 0.00%, -36.11%, Financials, $93.31M
581, MMI, Metro Mining Ltd, $0.072, +1.41%, +5.88%, +30.91%, Materials, $439.98M
554, MMKT, Betashares Australian Cash Plus Active ETF, $50.20, +0.02%, +0.12%, -0.02%, Financials, $485.12M
1916, MML, Mclaren Minerals Ltd, $0.027, -3.57%, -20.59%, -31.43%, Materials, $10.73M
1970, MMR, Mec Resources Ltd, $0.005, 0.00%, +25.00%, 0.00%, Energy, $9.36M
342, MMS, Mcmillan Shakespeare Ltd, $16.87, -1.35%, +5.83%, +16.27%, Industrials, $1.17B
1550, MNB, Minbos Resources Ltd, $0.025, +6.38%, -21.88%, -59.02%, Materials, $27.32M
2038, MNC, Merino & Co. Ltd, $0.145, 0.00%, +3.57%, -56.06%, Consumer Discretionary, $7.7M
191, MND, Monadelphous Group Ltd, $26.80, -1.22%, +3.80%, +93.64%, Industrials, $2.68B
790, MNRS, Betashares Global Gold Miners Currency Hedged ETF, $16.04, -1.47%, +23.77%, +155.41%, Financials, $222.12M
369, MOAT, Vaneck Morningstar Wide Moat ETF, $130.57, -0.82%, +3.28%, -1.64%, Financials, $1.02B
954, MOGL, Montaka Global Fund - Active ETF, $4.88, 0.00%, +4.50%, -5.43%, Financials, $131.9M
1976, MOH, Moho Resources Ltd, $0.009, 0.00%, +28.57%, +125.00%, Materials, $9.27M
2222, MOM, Moab Minerals Ltd, $0.002, 0.00%, 0.00%, 0.00%, Materials, $4.03M
497, MOT, Metrics Income Opportunities Trust, $1.865, 0.00%, -0.80%, -12.44%, Financials, $621.72M
1671, MOV, Move Logistics Group Ltd, $0.16, 0.00%, -5.88%, -8.57%, Industrials, $20.42M
216, MP1, Megaport Ltd, $12.55, -1.18%, -1.10%, +62.78%, Information Technology, $2.23B
992, MPK, Many Peaks Minerals Ltd, $0.915, -1.61%, +38.64%, +357.50%, Materials, $119.47M
47, MPL, Medibank Private Ltd, $4.77, -1.24%, +0.42%, +25.20%, Financials, $13.14B
1397, MPP, Metro Performance Glass Ltd, $0.04, 0.00%, 0.00%, -33.33%, Industrials, $39.35M
2292, MPR, MPR Australia Ltd, $0.005, 0.00%, -28.57%, -44.44%, Financials, $1.72M
794, MPW, Metal Powder Works Ltd, $1.99, -1.97%, -2.93%, +1272.41%, Industrials, $216.38M
1665, MPX, Mustera Property Group Ltd, $0.14, 0.00%, 0.00%, -46.15%, Real Estate, $20.56M
422, MQAE, Macquarie Core Australian Equity Active ETF, $12.06, -0.50%, +3.97%, +8.85%, Financials, $817.82M
1055, MQDB, Macquarie Dynamic Bond Active ETF, $10.78, -0.28%, -0.28%, +1.03%, Financials, $97.44M
1050, MQEG, Macquarie Core Global Equity Active ETF, $13.43, -0.30%, +2.52%, +14.40%, Financials, $99.46M
8, MQG, Macquarie Group Ltd, $205.03, -0.06%, +5.64%, -8.11%, Financials, $78.14B
385, MQGPD, Macquarie Group Ltd, $102.12, -0.04%, -0.85%, -2.04%, N/A, $924.69M
443, MQGPE, Macquarie Group Ltd, $101.93, -0.32%, -1.04%, -1.40%, N/A, $739.44M
430, MQGPF, Macquarie Group Ltd, $106.35, +0.14%, +0.14%, -0.29%, N/A, $797.63M
288, MQGPG, Macquarie Group Ltd, $103.50, +0.28%, +0.19%, +1.08%, N/A, $1.55B
2314, MQHG, Macquarie Core Global Equity (Hedged) Active ETF, $10.20, +0.39%, +1.29%, +1.29%, Financials, $510K
1102, MQIO, Macquarie Income Opportunities Active ETF, $10.67, +0.19%, -0.37%, +1.23%, Financials, $86.41M
2088, MQR, Marquee Resources Ltd, $0.008, 0.00%, -11.11%, -42.86%, Materials, $6.54M
670, MQSD, Macquarie Subordinated Debt Active ETF, $50.41, +0.02%, +0.04%, +0.68%, Financials, $336.9M
1547, MQWS, Macquarie Walter Scott Global Equity Active ETF, $9.16, 0.00%, +1.78%, -17.18%, Financials, $27.45M
1565, MQYM, Macquarie Global Yield Maximiser Active ETF, $50.40, +0.18%, +0.36%, +0.74%, Financials, $26.23M
1573, MRC, Mineral Commodities Ltd, $0.026, 0.00%, 0.00%, 0.00%, Materials, $25.6M
1382, MRD, Mount Ridley Mines Ltd, $0.032, 0.00%, -3.03%, +814.29%, Materials, $40.73M
715, MRE, Metrics Real Estate Multi-Strategy Fund, $1.98, -0.25%, +2.86%, -0.38%, N/A, $299.8M
1814, MRQ, MRG Metals Ltd, $0.005, +25.00%, +25.00%, +25.00%, Materials, $13.63M
1776, MRR, Minrex Resources Ltd, $0.014, +7.69%, +27.27%, +75.00%, Materials, $15.19M
1312, MRZ, Mont Royal Resources Ltd, $0.255, -1.92%, -5.56%, +493.02%, Materials, $48.13M
149, MSB, Mesoblast Ltd, $2.90, +0.69%, +25.54%, +13.73%, Health Care, $3.72B
2297, MSG, MCS Services Ltd, $0.007, 0.00%, -12.50%, +133.33%, Industrials, $1.39M
2309, MSI, Multistack International Ltd, $0.005, 0.00%, 0.00%, +25.00%, Industrials, $681.52K
693, MSTR, Morningstar International Shares Active ETF, $9.37, +1.74%, +4.58%, -2.70%, Financials, $319.67M
1177, MSV, Mitchell Services Ltd, $0.325, 0.00%, +4.84%, 0.00%, Materials, $68.89M
1837, MTB, Mount Burgess Mining NL, $0.015, 0.00%, +36.36%, +275.00%, Materials, $12.95M
1247, MTC, Metalstech Ltd, $0.26, -1.89%, -5.46%, +92.59%, Materials, $57.76M
1042, MTH, Mithril Silver and Gold Ltd, $0.56, +7.69%, +53.43%, +45.46%, Materials, $103.34M
2054, MTL, Mantle Minerals Ltd, $0.001, 0.00%, 0.00%, 0.00%, Materials, $7.23M
506, MTM, Metallium Ltd, $0.94, 0.00%, +36.23%, +408.11%, Materials, $589.93M
777, MTO, Motorcycle Holdings Ltd, $3.14, -0.32%, -12.78%, +66.58%, Consumer Discretionary, $231.93M
153, MTS, Metcash Ltd, $3.29, -1.50%, -12.50%, +4.11%, Consumer Staples, $3.62B
908, MTUM, Betashares Australian Momentum ETF, $29.18, -0.78%, +2.35%, +8.32%, Financials, $153.23M
411, MVA, Vaneck Australian Property ETF, $26.21, -1.47%, +2.74%, +16.96%, N/A, $852.89M
743, MVB, Vaneck Australian Banks ETF, $42.34, -0.77%, +2.42%, +10.15%, Financials, $263.06M
553, MVE, Vaneck S&P/ASX Midcap ETF, $46.19, +0.02%, +3.64%, +13.94%, Financials, $485.9M
724, MVF, Monash Ivf Group Ltd, $0.735, -10.37%, +20.49%, -40.73%, Health Care, $286.38M
1616, MVL, Marvel Gold Ltd, $0.016, 0.00%, -5.88%, +77.78%, Materials, $22.71M
1526, MVOL, iShares Edge MSCI Australia Minimum Volatility ETF, $35.71, 0.00%, +1.80%, +8.74%, Financials, $29.27M
1241, MVP, Medical Developments International Ltd, $0.525, -1.87%, +2.94%, +29.63%, Health Care, $59.15M
569, MVR, Vaneck Australian Resources ETF, $44.40, -0.34%, +8.13%, +37.55%, Financials, $458.79M
788, MVS, Vaneck Small Companies Masters ETF, $23.76, -0.34%, +7.66%, +21.97%, Financials, $223.82M
173, MVW, Vaneck Australian EQUAL Weight ETF, $38.88, -0.38%, +2.26%, +2.80%, Financials, $3.21B
1226, MX1, Micro-X Ltd, $0.092, +1.10%, +12.20%, +9.25%, Health Care, $61.44M
974, MXI, Maxiparts Ltd, $2.26, -3.00%, -5.44%, +20.21%, Industrials, $125.53M
1736, MXO, Motio Ltd, $0.055, 0.00%, +14.58%, +83.33%, Communication Services, $17.41M
206, MXT, Metrics Master Income Trust, $1.965, +0.77%, +1.29%, -6.87%, Financials, $2.4B
1384, MYE, Mastermyne Group Ltd, $0.13, -3.70%, +8.33%, -13.33%, Materials, $40.12M
669, MYG, Mayfield Group Holdings Ltd, $2.97, +2.77%, +40.76%, +275.95%, Industrials, $337.08M
420, MYR, Myer Holdings Ltd, $0.475, +1.06%, +15.85%, -60.58%, Consumer Discretionary, $822.1M
433, MYS, Mystate Ltd, $4.62, -0.43%, +6.70%, +3.59%, Financials, $783.96M
750, MYX, Mayne Pharma Group Ltd, $3.13, +4.33%, -29.66%, -32.98%, Health Care, $254.3M
1946, N1H, N1 Holdings Ltd, $0.115, 0.00%, -32.35%, -11.54%, Financials, $10.13M
4, NAB, National Australia Bank Ltd, $42.43, -0.21%, +4.61%, +13.48%, Financials, $130.13B
243, NABPF, National Australia Bank Ltd, $101.16, -0.01%, -1.21%, -2.90%, N/A, $1.9B
202, NABPH, National Australia Bank Ltd, $103.55, -0.19%, -0.88%, -1.01%, N/A, $2.47B
228, NABPI, National Australia Bank Ltd, $104.88, -0.35%, -0.57%, +0.03%, N/A, $2.1B
320, NABPJ, National Australia Bank Ltd, $104.14, -0.15%, -0.54%, +0.03%, N/A, $1.3B
363, NABPK, National Australia Bank Ltd, $105.33, +0.31%, +0.79%, +1.65%, N/A, $1.05B
1486, NAC, Naos Ex-50 Opportunities Company Ltd, $0.70, 0.00%, +9.38%, +66.67%, Financials, $32.06M
1757, NACGA, Naos Ex-50 Opportunities Company Ltd, $94.50, 0.00%, 0.00%, +5.00%, N/A, $16.54M
1846, NAE, New Age Exploration Ltd, $0.003, 0.00%, 0.00%, -25.00%, Energy, $12.62M
1927, NAG, Nagambie Resources Ltd, $0.011, +10.00%, -8.33%, -35.29%, Materials, $10.52M
333, NAN, Nanosonics Ltd, $3.98, -1.97%, +0.25%, +29.22%, Health Care, $1.21B
1866, NC1, Nico Resources Ltd, $0.098, +1.03%, -2.00%, +7.69%, Materials, $12.19M
1746, NC6, Nanollose Ltd, $0.052, 0.00%, +10.64%, +181.51%, Health Care, $16.92M
1498, NCC, Naos Emerging Opportunities Company Ltd, $0.42, +1.21%, +1.21%, +16.67%, Financials, $31M
1685, NCCGA, Naos Emerging Opportunities Company Ltd, $86.01, 0.00%, -0.59%, +3.63%, N/A, $19.78M
229, NCK, Nick Scali Ltd, $24.04, +0.54%, +6.00%, +59.00%, Consumer Discretionary, $2.06B
806, NDIA, Global X India Nifty 50 ETF, $73.28, -0.31%, -3.97%, -6.71%, Financials, $210.7M
969, NDO, Nido Education Ltd, $0.56, -0.89%, -4.27%, -26.80%, Consumer Discretionary, $127.13M
87, NDQ, Betashares Nasdaq 100 ETF, $56.18, -0.18%, +2.02%, +9.39%, Financials, $7.61B
254, NEC, Nine Entertainment Co. Holdings Ltd, $1.14, +0.44%, +5.56%, -8.80%, Communication Services, $1.81B
41, NEM, Newmont Corporation, $156.24, -1.16%, +23.58%, +154.17%, Materials, $14.51B
1812, NES, Nelson Resources Ltd, $0.005, +25.00%, -9.09%, +100.00%, Materials, $13.69M
200, NEU, Neuren Pharmaceuticals Ltd, $19.69, -2.23%, +8.49%, +61.39%, Health Care, $2.49B
1990, NFL, Norfolk Metals Ltd, $0.11, 0.00%, -31.25%, +17.02%, Materials, $8.8M
1499, NFM, New Frontier Minerals Ltd, $0.018, +12.50%, -28.00%, +5.88%, Materials, $30.93M
827, NFNG, Nufarm Finance (NZ) Ltd, $78.10, -0.51%, -9.83%, -16.34%, N/A, $196.03M
1330, NGE, NGE Capital Ltd, $1.34, +4.69%, +7.20%, +25.23%, Financials, $45.97M
300, NGI, Navigator Global Investments Ltd, $2.98, -0.67%, +1.36%, +77.38%, Financials, $1.46B
2200, NGS, Nutritional Growth Solutions Ltd, $0.021, 0.00%, -8.70%, -53.33%, Consumer Staples, $4.5M
1881, NGX, NGX Ltd, $0.13, 0.00%, -7.14%, -25.71%, Materials, $11.78M
1276, NGY, Nuenergy Gas Ltd, $0.028, 0.00%, +12.00%, +55.56%, Energy, $53.73M
1186, NH3, NH3 Clean Energy Ltd, $0.097, -1.02%, +2.11%, +438.89%, Materials, $67.6M
163, NHC, New Hope Corporation Ltd, $4.04, +0.75%, +4.66%, -20.16%, Energy, $3.41B
1628, NHE, Noble Helium Ltd, $0.037, +5.71%, +7.25%, -21.28%, Energy, $22.18M
165, NHF, Nib Holdings Ltd, $6.88, -1.01%, -2.69%, +23.74%, Financials, $3.36B
158, NIC, Nickel Industries Ltd, $0.81, +1.89%, +19.12%, -2.41%, Materials, $3.52B
1667, NIM, Nimy Resources Ltd, $0.058, 0.00%, -7.94%, -3.33%, Materials, $20.5M
2095, NME, NEX Metals Exploration Ltd, $0.019, 0.00%, -13.64%, -48.65%, Materials, $6.37M
531, NMG, New Murchison Gold Ltd, $0.049, 0.00%, +40.00%, +390.00%, Materials, $530.29M
1263, NMR, Native Mineral Resources Holdings Ltd, $0.055, -16.67%, -21.43%, +41.03%, Materials, $55.19M
1306, NMT, Neometals Ltd, $0.064, +11.30%, +12.28%, -9.86%, Materials, $49.31M
2220, NNG, Nexion Group Ltd, $0.02, 0.00%, 0.00%, 0.00%, Information Technology, $4.05M
1131, NNL, Nordic Resources Ltd, $0.21, +5.00%, +31.25%, +200.00%, Materials, $78.97M
427, NNUK, Nanuk New World Fund Active ETF, $2.11, -0.47%, +2.68%, +0.96%, Financials, $805.56M
923, NNWH, Nanuk New World Fund (Currency Hedged) Active ETF, $1.25, 0.00%, +4.17%, +9.65%, Financials, $145.46M
953, NOL, Nobleoak Life Ltd, $1.42, 0.00%, +3.65%, -11.80%, Financials, $131.98M
2025, NOR, Norwood Systems Ltd, $0.014, 0.00%, -12.50%, -57.58%, Information Technology, $7.92M
1438, NOU, Noumi Ltd, $0.13, 0.00%, +4.00%, -18.75%, Consumer Staples, $36.02M
1714, NOV, Novatti Group Ltd, $0.031, 0.00%, +8.93%, +12.96%, Information Technology, $18.46M
1570, NOX, Noxopharm Ltd, $0.088, -5.38%, -1.12%, -12.00%, Health Care, $25.72M
2043, NPM, Newpeak Metals Ltd, $0.023, +4.55%, 0.00%, +64.29%, Materials, $7.57M
1993, NRX, Noronex Ltd, $0.014, -12.50%, -6.67%, +27.27%, Materials, $8.74M
2246, NRZ, Neurizer Ltd, $0.001, 0.00%, 0.00%, -50.00%, Materials, $3.36M
1447, NSB, Neuroscientific Biopharmaceuticals Ltd, $0.105, +5.00%, 0.00%, +208.82%, Health Care, $34.92M
1297, NSC, Naos Small Cap Opportunities Company Ltd, $0.385, 0.00%, -2.53%, -3.75%, Financials, $50.82M
1933, NSM, North Stawell Minerals Ltd, $0.028, 0.00%, -17.65%, +66.61%, Materials, $10.42M
143, NSR, National Storage REIT, $2.79, 0.00%, +24.00%, +14.34%, Real Estate, $3.92B
15, NST, Northern Star Resources Ltd, $27.01, +1.16%, +5.92%, +75.50%, Materials, $38.64B
1404, NTD, Ntaw Holdings Ltd, $0.23, 0.00%, -20.69%, -11.54%, Consumer Discretionary, $38.57M
1769, NTI, Neurotech International Ltd, $0.015, -6.25%, -21.05%, -73.21%, Health Care, $15.74M
2262, NTM, NT Minerals Ltd, $0.003, -16.67%, 0.00%, -16.67%, Materials, $3.03M
719, NTU, Northern Minerals Ltd, $0.031, +3.33%, 0.00%, +55.00%, Materials, $295.87M
1693, NUC, Nuchev Ltd, $0.125, 0.00%, -26.47%, +8.70%, Consumer Staples, $19.45M
402, NUF, Nufarm Ltd, $2.31, +1.32%, -6.48%, -35.48%, Materials, $886.87M
783, NUGG, Vaneck Gold Bullion ETF, $66.27, -0.65%, +6.17%, +58.58%, Financials, $229.34M
1336, NUZ, Neurizon Therapeutics Ltd, $0.085, 0.00%, -19.05%, -48.49%, Health Care, $45.54M
600, NVA, Nova Minerals Ltd, $0.90, -0.55%, -12.62%, +157.14%, Materials, $405.93M
1823, NVO, Novo Resources Corp, $0.13, -3.70%, 0.00%, +38.30%, Materials, $13.46M
2107, NVQ, Noviqtech Ltd, $0.022, +4.76%, -4.35%, -80.87%, Information Technology, $6.18M
1103, NVU, Nanoveu Ltd, $0.088, -3.30%, +20.55%, +166.67%, Information Technology, $86.33M
643, NVX, Novonix Ltd, $0.43, 0.00%, +4.88%, -32.28%, Information Technology, $361.23M
1115, NWF, Newfield Resources Ltd, $0.089, 0.00%, 0.00%, 0.00%, Materials, $83.72M
208, NWH, NRW Holdings Ltd, $5.15, 0.00%, +4.04%, +34.82%, Industrials, $2.37B
96, NWL, Netwealth Group Ltd, $26.89, +1.59%, -0.96%, -6.83%, Financials, $6.6B
1859, NWM, Norwest Minerals Ltd, $0.012, +9.09%, +14.29%, -12.50%, Materials, $12.36M
241, NWS, News Corporation, $44.81, -0.27%, +2.87%, -10.86%, Communication Services, $1.94B
1349, NWSLV, News Corporation, $38.50, 0.00%, -3.75%, -3.75%, N/A, $43.65M
1210, NXD, Nexted Group Ltd, $0.29, -3.33%, -14.71%, +93.33%, Consumer Discretionary, $64.51M
220, NXG, Nexgen Energy (Canada) Ltd, $14.21, +0.57%, +20.22%, +25.09%, Energy, $2.16B
490, NXL, NUIX Ltd, $1.895, +0.53%, +7.67%, -69.24%, Information Technology, $634.18M
1351, NXM, Nexus Minerals Ltd, $0.072, 0.00%, -4.00%, +56.52%, Materials, $43.47M
1884, NXN, Nexsen Ltd, $0.16, 0.00%, +3.23%, -20.00%, Health Care, $11.61M
1362, NXS, Next Science Ltd, $0.145, -3.33%, 0.00%, +20.83%, Health Care, $42.43M
73, NXT, NEXTDC Ltd, $12.97, +0.70%, -4.00%, -15.51%, Information Technology, $8.31B
2146, NYM, Narryer Metals Ltd, $0.031, 0.00%, -20.51%, -36.74%, Materials, $5.46M
813, NYR, Nyrada Inc, $0.85, +2.41%, +25.00%, +794.74%, Health Care, $206.73M
1058, NZK, New Zealand King Salmon Investments Ltd, $0.18, +5.88%, +5.88%, -12.20%, Consumer Staples, $96.87M
835, NZM, NZME Ltd, $1.025, +1.49%, 0.00%, +3.54%, Communication Services, $192.6M
2286, OAK, Oakridge International Ltd, $0.075, 0.00%, -10.71%, +36.36%, Information Technology, $2.02M
2216, OB1, Orbminco Ltd, $0.014, 0.00%, -26.32%, -58.00%, Materials, $4.1M
591, OBL, Omni Bridgeway Ltd, $1.45, -2.03%, -3.33%, +3.94%, Financials, $419.39M
179, OBM, Ora Banda Mining Ltd, $1.56, +0.32%, +33.33%, +138.17%, Materials, $3B
512, OCA, Oceania Healthcare Ltd, $0.80, +0.63%, +10.35%, +19.40%, Health Care, $579.38M
717, OCC, Orthocell Ltd, $1.10, +4.76%, +5.26%, -13.39%, Health Care, $298.44M
270, OCL, Objective Corporation Ltd, $17.13, -1.33%, +2.27%, +3.01%, Information Technology, $1.64B
1389, OCN, Oceana Metals Ltd, $0.24, +23.08%, +60.00%, +823.08%, Materials, $39.96M
2196, OCT, Octava Minerals Ltd, $0.041, +2.50%, -18.00%, -67.20%, Materials, $4.55M
1781, OD6, OD6 Metals Ltd, $0.075, +1.35%, +4.17%, +78.57%, Materials, $15.08M
1871, ODA, Orcoda Ltd, $0.064, 0.00%, -11.11%, -46.67%, Information Technology, $12M
1587, ODE, Odessa Minerals Ltd, $0.014, +16.67%, +16.67%, +133.33%, Materials, $24.69M
1372, ODY, Odyssey Gold Ltd, $0.037, +2.78%, +42.31%, +105.56%, Materials, $41.48M
1560, OEC, Orbital Corporation Ltd, $0.15, 0.00%, 0.00%, +50.00%, Industrials, $26.86M
1642, OEL, Otto Energy Ltd, $0.005, 0.00%, +12.50%, +17.01%, Energy, $21.58M
2266, OEQ, Orion Equities Ltd, $0.185, 0.00%, -7.50%, +23.33%, Financials, $2.9M
1012, OFX, OFX Group Ltd, $0.485, -1.02%, -14.16%, -64.73%, Financials, $112.38M
1025, OIL, Optiscan Imaging Ltd, $0.105, +5.00%, +10.53%, -37.81%, Health Care, $109.64M
2115, OKJ, Oakajee Corporation Ltd, $0.066, 0.00%, +53.49%, +725.00%, Materials, $6.04M
2252, OLH, Oldfields Holdings Ltd, $0.015, 0.00%, 0.00%, -76.92%, Industrials, $3.2M
2205, OLI, Oliver's Real Food Ltd, $0.008, 0.00%, -20.00%, -11.11%, Consumer Discretionary, $4.33M
1523, OLL, Openlearning Ltd, $0.038, 0.00%, -7.32%, +90.00%, Information Technology, $29.72M
2090, OLY, Olympio Metals Ltd, $0.052, +4.00%, -7.14%, +40.54%, Materials, $6.49M
2094, OM1, Omnia Metals Group Ltd, $0.023, +9.52%, +21.05%, -70.51%, Materials, $6.39M
831, OMA, Omega Oil & Gas Ltd, $0.415, +3.75%, +15.28%, +38.33%, Energy, $194.27M
1953, OMG, OMG Group Ltd, $0.011, 0.00%, -4.55%, +31.25%, Consumer Staples, $9.9M
812, OMH, Om Holdings Ltd, $0.27, +3.85%, +5.88%, -26.03%, Materials, $206.89M
459, OML, Ooh!Media Ltd, $1.31, -1.87%, +6.94%, +11.49%, Communication Services, $705.8M
1780, OMX, Orange Minerals NL, $0.085, +2.41%, -4.49%, +193.10%, Materials, $15.11M
711, ONE, Oneview Healthcare Plc, $0.40, +6.67%, +37.93%, +33.33%, Health Care, $306.89M
1096, OOO, Betashares Crude Oil INDEX Currncy HDG Complex ETF, $5.15, +0.78%, +0.98%, -4.63%, Financials, $86.88M
455, OPH, Ophir High Conviction Fund, $3.22, +0.31%, +0.94%, +8.05%, Financials, $716.77M
636, OPPT, Magellan Global Opportunities Fund - Active ETF, $1.795, -0.28%, +2.57%, -3.75%, Financials, $365.63M
421, OPT, Opthea Ltd, $0.60, 0.00%, 0.00%, -21.05%, Health Care, $820.79M
1320, OR3, Ore Resources Ltd, $0.059, +5.36%, -14.49%, +210.53%, Materials, $47.14M
187, ORA, Orora Ltd, $2.22, -0.45%, +1.37%, -9.76%, Materials, $2.75B
1469, ORD, Ordell Minerals Ltd, $0.60, +10.09%, +41.18%, +90.48%, Materials, $33.49M
911, ORE, Orezone Gold Corporation, $2.04, +0.99%, +48.36%, +78.95%, Materials, $151.38M
32, ORG, Origin Energy Ltd, $11.33, -0.09%, -0.88%, +4.04%, Utilities, $19.52B
57, ORI, Orica Ltd, $24.62, -1.40%, +7.00%, +46.99%, Materials, $11.5B
869, ORN, Orion Minerals Ltd, $0.021, 0.00%, +23.53%, +50.00%, Materials, $171.06M
1798, ORP, Orpheus Uranium Ltd, $0.05, 0.00%, +6.38%, +38.89%, Materials, $14.08M
1698, OSL, Oncosil Medical Ltd, $1.015, -2.40%, -12.50%, -60.96%, Health Care, $19.18M
1068, OSM, Osmond Resources Ltd, $0.74, -1.33%, -25.63%, +75.15%, Materials, $94M
2289, OSX, Osteopore Ltd, $0.007, 0.00%, -22.22%, -79.71%, Health Care, $1.91M
1756, OVT, Ovanti Ltd, $0.003, 0.00%, -57.14%, -82.35%, Communication Services, $16.55M
380, OZBD, Betashares Australian Composite Bond ETF, $44.20, +0.14%, -1.34%, +0.11%, Financials, $971.76M
1268, OZF, State Street SPDR S&P/ASX 200 Financials Ex A-REIT ETF, $30.29, -0.72%, +3.63%, +5.06%, Financials, $54.68M
1889, OZM, Ozaurum Resources Ltd, $0.05, -1.96%, -12.28%, +92.31%, Materials, $11.46M
814, OZR, State Street SPDR S&P/ASX 200 Resources ETF, $15.42, +0.39%, +10.78%, +30.79%, Financials, $206.51M
2020, OZXX, Global X Australia Ex Financials & Resources ETF, $10.69, 0.00%, +0.75%, -0.09%, Financials, $8.03M
2165, OZZ, OZZ Resources Ltd, $0.055, 0.00%, 0.00%, 0.00%, Materials, $5.09M
1495, P1E, Pure One Corporation Ltd, $0.08, +2.56%, -0.62%, -27.27%, Energy, $31.08M
1940, PAB, PATRYS Ltd, $0.03, +7.14%, -14.29%, -29.55%, Health Care, $10.22M
707, PAC, Pacific Current Group Ltd, $10.28, -0.19%, -1.72%, -12.96%, Financials, $308.01M
922, PAR, Paradigm Biopharmaceuticals Ltd, $0.34, +7.94%, +11.48%, -9.33%, Health Care, $145.7M
1931, PAT, Patriot Resources Ltd, $0.051, 0.00%, +4.08%, +18.61%, Materials, $10.46M
1658, PAVE, Global X US Infrastructure Development ETF, $12.79, -0.47%, +2.98%, +10.07%, Financials, $20.8M
708, PAXX, Platinum Asia Fund Complex ETF, $5.88, 0.00%, +0.69%, +20.00%, Financials, $307.82M
696, PBH, Pointsbet Holdings Ltd, $0.915, +1.11%, +1.67%, -5.18%, Consumer Discretionary, $318.04M
2215, PBL, Parabellum Resources Ltd, $0.066, 0.00%, -7.69%, +22.22%, Materials, $4.11M
1249, PC2, PC Gold Ltd, $0.36, +1.41%, +67.44%, +44.00%, Materials, $57.48M
1196, PCG, Pengana Capital Group Ltd, $0.67, 0.00%, -5.63%, -27.17%, Financials, $66.05M
424, PCI, Perpetual Credit Income Trust, $1.11, 0.00%, -0.45%, -3.73%, Financials, $811.01M
1225, PCK, Painchek Ltd, $0.295, 0.00%, -20.27%, +18.00%, Health Care, $61.6M
1117, PCL, Pancontinental Energy NL, $0.01, 0.00%, +11.11%, -47.37%, Energy, $82.86M
769, PCX, Pengana Global Private Credit Trust, $2.05, +0.99%, +3.28%, +1.65%, Financials, $238.39M
230, PDI, Predictive Discovery Ltd, $0.775, +1.97%, +40.91%, +229.79%, Materials, $2.04B
133, PDN, Paladin Energy Ltd, $9.72, -1.52%, +29.60%, +28.74%, Energy, $4.37B
631, PE1, Pengana Private Equity Trust, $1.39, +0.73%, +4.51%, +5.30%, Financials, $371.79M
919, PEB, Pacific Edge Ltd, $0.145, +3.57%, -3.33%, +7.41%, Health Care, $148.24M
2000, PEC, Perpetual Resources Ltd, $0.009, +12.50%, -10.00%, -30.77%, Materials, $8.59M
739, PEN, Peninsula Energy Ltd, $0.65, -2.99%, +44.44%, -32.61%, Energy, $264.95M
1998, PER, Percheron Therapeutics Ltd, $0.008, -5.88%, 0.00%, +14.29%, Health Care, $8.7M
2031, PET, Phoslock Environmental Technologies Ltd, $0.013, +4.17%, +78.57%, -50.00%, Industrials, $7.8M
1011, PEX, Peel Mining Ltd, $0.135, +3.85%, +12.50%, +12.50%, Materials, $112.66M
1908, PFE, Pantera Minerals Ltd, $0.023, 0.00%, -6.12%, +35.29%, Materials, $10.9M
1228, PFG, Prime Financial Group Ltd, $0.23, 0.00%, +2.22%, 0.00%, Financials, $61.25M
2287, PFM, Platformo Ltd, $0.021, 0.00%, -34.38%, -83.08%, Information Technology, $1.99M
467, PFP, Propel Funeral Partners Ltd, $5.00, -0.79%, +5.26%, -15.11%, Consumer Discretionary, $689.87M
